timestamp,low,high,open,close,volume
2022-01-01 19:00:00,46633.36,47990.0,47733.43,47299.07,6833.49845548
2022-01-02 19:00:00,45700.0,47583.33,47299.06,46459.56,10841.81020453
2022-01-03 19:00:00,45515.0,47532.89,46459.57,45814.61,16320.32712866
2022-01-04 19:00:00,42500.0,47076.55,45817.13,43436.04,25067.67476765
2022-01-05 19:00:00,42432.99,43794.5,43446.34,43083.76,20780.04784989
2022-01-06 19:00:00,40571.53,43144.72,43081.79,41565.18,26122.19990673
2022-01-07 19:00:00,40505.3,42318.97,41564.57,41684.84,15454.11315131
2022-01-08 19:00:00,41209.53,42831.12,41684.84,41876.52,11074.22498167
2022-01-09 19:00:00,39650.0,42250.0,41876.52,41824.07,25232.35739583
2022-01-10 19:00:00,41274.8,43130.0,41824.06,42753.44,19697.46613255
2022-01-11 19:00:00,42459.21,44342.83,42749.84,43920.37,16250.21469714
2022-01-12 19:00:00,42325.0,44453.22,43921.21,42581.65,14772.09478571
2022-01-13 19:00:00,41752.0,43473.98,42576.27,43090.72,13545.75086459
2022-01-14 19:00:00,42577.35,43819.39,43090.72,43098.2,6318.38550193
2022-01-15 19:00:00,42600.0,43497.24,43098.2,43104.34,6481.6580227
2022-01-16 19:00:00,41567.64,43200.0,43104.34,42218.01,10963.85191034
2022-01-17 19:00:00,41287.79,42692.71,42214.66,42369.74,13658.50365699
2022-01-18 19:00:00,41126.0,42586.03,42372.15,41674.27,15642.41727542
2022-01-19 19:00:00,40555.0,43511.99,41672.14,40670.97,17860.82318928
2022-01-20 19:00:00,35422.0,41127.79,40671.77,36456.94,50742.89616126
2022-01-21 19:00:00,34017.56,36835.93,36456.67,35066.43,30044.12486365
2022-01-22 19:00:00,34625.0,36555.55,35075.7,36282.47,17440.22740453
2022-01-23 19:00:00,32933.33,37574.63,36275.28,36693.32,38776.29020908
2022-01-24 19:00:00,35716.15,37579.81,36687.58,36980.0,21597.52201359
2022-01-25 19:00:00,36254.97,38960.0,36980.0,36840.63,27403.99125336
2022-01-26 19:00:00,35526.36,37249.0,36846.22,37188.37,23601.4620954
2022-01-27 19:00:00,36162.48,38023.74,37188.37,37741.9,22716.16494796
2022-01-28 19:00:00,37300.0,38748.43,37741.9,38191.1,13103.19076443
2022-01-29 19:00:00,37365.31,38384.07,38189.82,37901.35,10632.53591257
2022-01-30 19:00:00,36640.94,38785.04,37904.99,38491.93,19654.98487168
2022-01-31 19:00:00,38021.53,39300.0,38492.53,38716.88,16379.93141492
2022-02-01 19:00:00,36584.29,38888.88,38714.27,36923.39,13787.58718711
2022-02-02 19:00:00,36259.01,37450.75,36923.39,37329.91,13283.28624677
2022-02-03 19:00:00,37051.36,41788.81,37324.61,41614.64,22537.5582634
2022-02-04 19:00:00,40955.4,41970.0,41613.75,41404.85,11187.20118795
2022-02-05 19:00:00,41135.39,42719.93,41411.59,42415.16,6447.88488893
2022-02-06 19:00:00,41678.79,44533.0,42416.06,43868.07,20040.49860442
2022-02-07 19:00:00,42688.0,45519.24,43868.08,44085.59,20387.64565183
2022-02-08 19:00:00,43155.5,44865.46,44087.58,44416.35,12785.8117079
2022-02-09 19:00:00,43210.0,45855.0,44416.39,43527.71,20024.52326862
2022-02-10 19:00:00,42000.0,43962.13,43521.88,42386.47,19367.4151999
2022-02-11 19:00:00,41750.0,43050.0,42386.47,42244.97,8664.419567
2022-02-12 19:00:00,41885.61,42781.96,42244.91,42074.99,6208.94093653
2022-02-13 19:00:00,41570.0,42876.15,42073.37,42548.71,14805.98338836
2022-02-14 19:00:00,42433.28,44775.96,42548.71,44583.52,14154.73452625
2022-02-15 19:00:00,43330.59,44585.69,44580.73,43895.56,9663.44040395
