timestamp,low,high,open,close,volume
2022-01-01 19:00:00,3718.2,3855.77,3765.98,3828.87,78466.35113548
2022-01-02 19:00:00,3681.62,3851.66,3828.93,3766.04,106574.13357834
2022-01-03 19:00:00,3714.22,3894.12,3766.01,3785.0,148752.52638971
2022-01-04 19:00:00,3414.88,3848.2,3785.0,3539.0,240345.13859808
2022-01-05 19:00:00,3300.0,3550.02,3539.0,3406.03,282771.63777278
2022-01-06 19:00:00,3065.0,3415.52,3405.66,3198.82,376752.15627171
2022-01-07 19:00:00,3000.0,3247.89,3198.96,3080.48,231676.12058726
2022-01-08 19:00:00,3057.82,3212.46,3080.92,3151.66,131897.75381912
2022-01-09 19:00:00,2928.69,3180.29,3151.65,3083.51,260769.14044553
2022-01-10 19:00:00,3052.19,3265.98,3083.51,3240.83,158466.70742447
2022-01-11 19:00:00,3206.72,3420.08,3240.83,3373.64,165432.46044549
2022-01-12 19:00:00,3233.67,3413.36,3373.25,3241.88,130378.3015897
2022-01-13 19:00:00,3188.34,3346.81,3241.6,3310.45,110175.14720879
2022-01-14 19:00:00,3260.0,3373.56,3309.98,3328.12,58794.17252061
2022-01-15 19:00:00,3275.0,3394.45,3327.81,3349.46,58643.37423357
2022-01-16 19:00:00,3142.39,3360.07,3349.88,3210.98,128212.72032287
2022-01-17 19:00:00,3083.68,3246.2,3211.08,3160.81,151969.48482665
2022-01-18 19:00:00,3047.0,3176.81,3160.78,3085.27,159240.24960598
2022-01-19 19:00:00,2986.0,3273.32,3084.49,3000.94,185761.37491937
2022-01-20 19:00:00,2467.11,3034.7,3000.99,2569.01,603711.8291189
2022-01-21 19:00:00,2301.6,2628.36,2568.12,2411.9,457765.04354891
2022-01-22 19:00:00,2371.58,2551.3,2411.91,2541.19,248046.68461556
2022-01-23 19:00:00,2159.0,2541.74,2541.19,2441.74,583901.18061678
2022-01-24 19:00:00,2351.18,2509.87,2441.6,2460.68,268705.41724115
2022-01-25 19:00:00,2400.0,2724.0,2460.4,2465.0,409131.34465566
2022-01-26 19:00:00,2315.72,2521.96,2464.99,2425.82,272971.5127865
2022-01-27 19:00:00,2358.63,2559.55,2425.01,2546.84,231189.51401633
2022-01-28 19:00:00,2521.72,2640.0,2546.84,2603.74,138968.35714717
2022-01-29 19:00:00,2542.66,2642.0,2603.39,2602.89,103353.36641229
2022-01-30 19:00:00,2478.31,2708.98,2602.63,2689.72,193802.14585439
2022-01-31 19:00:00,2675.99,2815.49,2689.87,2789.66,212782.90255881
2022-02-01 19:00:00,2613.42,2814.1,2789.62,2682.66,256394.56721487
2022-02-02 19:00:00,2572.66,2729.01,2683.09,2697.59,197429.85205996
2022-02-03 19:00:00,2672.84,2999.0,2697.59,2998.19,275254.72885163
2022-02-04 19:00:00,2957.98,3063.48,2997.63,3014.5,159547.93620619
2022-02-05 19:00:00,2950.26,3076.25,3014.83,3058.22,80118.01843273
2022-02-06 19:00:00,2995.22,3199.08,3058.21,3141.89,232464.2844524
2022-02-07 19:00:00,3027.56,3234.67,3141.84,3119.57,215565.05621758
2022-02-08 19:00:00,3057.16,3274.0,3119.91,3246.22,159305.14378693
2022-02-09 19:00:00,3057.81,3284.75,3246.28,3074.85,221267.33665333
2022-02-10 19:00:00,2879.34,3140.86,3074.84,2929.08,268537.66433701
2022-02-11 19:00:00,2857.11,2987.62,2929.09,2919.99,113168.17322545
2022-02-12 19:00:00,2836.47,2955.65,2919.86,2872.84,82968.08334438
2022-02-13 19:00:00,2830.01,2966.53,2872.83,2931.01,176105.13710553
2022-02-14 19:00:00,2911.87,3199.0,2931.17,3186.24,180355.80323661
2022-02-15 19:00:00,3043.41,3190.0,3186.24,3124.45,148463.93058713
2022-02-16 19:00:00,2853.0,3162.35,3124.44,2893.56,210090.91381776
2022-02-17 19:00:00,2752.67,2945.98,2894.52,2780.08,197402.29756962
2022-02-18 19:00:00,2696.39,2833.3,2780.05,2764.44,111215.14420451
2022-02-19 19:00:00,2575.75,2765.24,2764.53,2622.47,165033.10298905
2022-02-20 19:00:00,2559.77,2760.71,2622.47,2569.0,235808.75914421
2022-02-21 19:00:00,2500.74,2667.28,2569.6,2637.98,241082.81650581
2022-02-22 19:00:00,2576.69,2756.9,2638.2,2580.97,189232.9352146
2022-02-23 19:00:00,2300.0,2750.0,2580.54,2597.42,495732.46045534
2022-02-24 19:00:00,2572.23,2837.23,2597.39,2769.52,232940.26531533
2022-02-25 19:00:00,2728.53,2880.0,2769.24,2780.71,118737.45939774
2022-02-26 19:00:00,2558.48,2836.26,2780.76,2618.01,193491.83696032
2022-02-27 19:00:00,2570.0,2960.25,2617.79,2923.08,273216.3610563
2022-02-28 19:00:00,2855.29,3040.7,2922.87,2977.72,249644.25411598
2022-03-01 19:00:00,2914.9,3045.0,2977.72,2948.56,231625.47605833
2022-03-02 19:00:00,2785.01,2972.07,2948.58,2833.66,191801.94423344
2022-03-03 19:00:00,2575.0,2835.95,2833.71,2623.07,264628.67091773
